id,post_message,link_title,affluence_index,likes,comments,shares,link,muslim_prop,male_prop,age_index
26781952138_10155573554172139,,Video: Man who allegedly stabbed Junaid held in Maharashtra,0.98,178,42,6,http://timesofindia.indiatimes.com/videos/city/delhi/ballabhgarh-lynching-man-who-allegedly-stabbed-junaid-held-in-maharashtra/videoshow/59510564.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI,29.79%,89.19%,0.39
26781952138_10155573562337139,The tragedy comes days after eight Amarnath yatris were killed after terrorists opened fire on their bus in Anantnag district,10 Amarnath pilgrims killed as bus falls into gorge in J&K's Ramban district,1.00,249,105,8,http://timesofindia.indiatimes.com/india/10-amarnath-pilgrims-killed-as-bus-falls-into-gorge-in-jks-ramban-district/articleshow/59617970.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI,22.40%,85.12%,0.40
26781952138_10155573564917139,What after #NotInMyName?,"OPINION | There should be #FIRsinmyname, till both law and crimes start being taken seriously",1.00,86,30,2,http://blogs.timesofindia.indiatimes.com/Undertheinfluence/what-after-notinmyname-there-should-be-firsinmyname-till-both-the-law-and-the-crimes-start-being-taken-seriously/?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI&utm_content=om-bm,26.51%,90.24%,0.41
26781952138_10155573577327139,Check out these 10 sizzling chocolate recipes.,Here's how chocolate can help you rave up your foreplay,1.00,124,7,3,http://recipes.timesofindia.com/articles/features/rave-up-your-foreplay-with-these-10-sizzling-chocolate-recipes/photostory/59437240.cms?utm_source=facebook.com&utm_medium=referral&utm_term=b&utm_campaign=TOI&utm_content=om-bm,14.81%,65.35%,0.38
26781952138_10155573578112139,,"Video: TN ministers 'threat' to Kamal Haasan: Why don't they threaten me, asks Stalin",1.00,67,3,1,http://timesofindia.indiatimes.com/videos/city/chennai/tn-ministers-threat-to-kamal-haasan-why-dont-they-threaten-me-asks-stalin/videoshow/59631195.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI,17.31%,82.98%,0.40
26781952138_10155573578807139,,Video: Spycam reveals real picture of 'gathbandhan' in Bihar,1.00,102,2,2,http://timesofindia.indiatimes.com/videos/city/patna/Spycam-reveals-real-picture-of-gathbandhan-in-Bihar/videoshow/59650370.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI,14.43%,86.02%,0.38
26781952138_10155573581102139,"The officer, who was of the rank of 'Major', and the jawan both belong to the Rashtriya Rifles armoured corps.",Army officer shot dead by jawan in Uri sector in Jammu and Kashmir,1.01,276,52,11,http://timesofindia.indiatimes.com/india/army-officer-shot-dead-by-jawan-in-uri-sector-in-jammu-and-kashmir/articleshow/59643757.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI&utm_content=om-bm,23.08%,91.00%,0.39
26781952138_10155573582392139,,Caught on cam: Man suspected of stealing mobile phone given electric shock,1.01,88,1,0,http://timesofindia.indiatimes.com/videos/city/lucknow/caught-on-cam-man-suspected-of-stealing-mobile-phone-given-electric-shock/videoshow/59626777.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI,17.95%,79.01%,0.40
26781952138_10155573588632139,"Everything is now fine, claims RJD.","Nitish-Tejashwi meeting routine, no change in stand on graft: JD(U)",1.01,71,9,3,http://timesofindia.indiatimes.com/india/nitish-tejashwi-meeting-no-change-in-stand-on-graft-says-jdu-everything-is-now-fine-claims-rjd/articleshow/59669460.cms?utm_source=facebook.com&utm_medium=referral&utm_term=a&utm_campaign=TOI&utm_content=om-bm,16.48%,88.89%,0.42
26781952138_10155573592472139,Most of these households are in rural areas of the states,A quarter of state’s households go more than ½-km for water,1.01,55,1,5,http://timesofindia.indiatimes.com/city/bengaluru/a-quarter-of-states-households-go-more-than-km-for-water/articleshow/59530806.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI,14.58%,87.76%,0.38
26781952138_10155573593977139,,"No water, Karnataka stares at power crisis",1.02,103,4,7,http://timesofindia.indiatimes.com/city/bengaluru/no-water-karnataka-stares-at-power-crisis/articleshow/59570643.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI&utm_content=om-bm,15.96%,83.52%,0.35
26781952138_10155573594317139,"The government's statement comes a day after the Agra lab, FSL, said it didn't find any trace of explosives in the powder.","Uttar Pradesh government says mystery white powder not sent to Agra lab, insists it has PETN",1.02,201,14,13,http://timesofindia.indiatimes.com/india/uttar-pradesh-government-says-mystery-white-powder-not-sent-to-agra-lab-insists-it-has-petn/articleshow/59642654.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI&utm_content=om-bm,19.25%,89.16%,0.39
26781952138_10155573595922139,The landslide took place following heavy rain since last three days.,"2 dead, 4 injured after house collapses due to landslide in Ulhasnagar",1.02,90,1,1,http://timesofindia.indiatimes.com/city/mumbai/2-dead-4-injured-after-house-collapses-due-to-landslide-in-ulhasnagar/articleshow/59618646.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI,17.95%,79.75%,0.38
26781952138_10155573601797139,"The situation in Darjeeling district, already on the boil for a month.",Darjeeling unrest: 10 key updates,1.03,151,25,2,http://timesofindia.indiatimes.com/city/kolkata/darjeeling-unrest-10-key-updates/articleshow/59512828.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI&utm_content=om-bm,15.27%,83.08%,0.38
26781952138_10155573603177139,,Video: Car catches fire on Western Express Highway in Mumbai,1.03,110,2,5,http://timesofindia.indiatimes.com/videos/city/mumbai/car-catches-fire-on-western-express-highway-in-mumbai/videoshow/59662936.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI,18.70%,76.15%,0.39
26781952138_10155573603432139,,Video: Women thrash lawyer in court premises,1.03,87,6,2,http://timesofindia.indiatimes.com/videos/news/guna-women-thrash-lawyer-in-court-premises/videoshow/59632789.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI,11.84%,72.97%,0.42
26781952138_10155573614057139,,Video: Private Robo Cops are coming to Hyderabad,1.03,92,2,2,http://timesofindia.indiatimes.com/videos/city/hyderabad/private-robo-cops-are-coming-to-hyderabad/videoshow/59558622.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI,17.11%,82.28%,0.38
26781952138_10155573616612139,Fresh agitations started on Friday night when a young man named Tashi Bhutia died in Darjeeling.,Army called in amid fresh violence in Darjeeling,1.03,249,56,14,http://timesofindia.indiatimes.com/city/kolkata/army-called-in-amid-fresh-violence-in-darjeeling/articleshow/59503848.cms?utm_source=facebook.com&utm_medium=referral&utm_term=b&utm_campaign=TOI&utm_content=om-bm,17.30%,87.78%,0.40
26781952138_10155573618762139,"It is an unnatural alliance. I don’t know why Nitish is doing what he is doing, says Rajiv Pratap Rudy",Q&A | ‘Bihar alliance very unstable’,1.04,52,2,1,http://blogs.timesofindia.indiatimes.com/the-interviews-blog/bihar-alliance-very-unstable-dont-know-why-nitish-is-doing-what-he-is-doing-but-its-not-natural/?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI,10.87%,93.75%,0.40
26781952138_10155573627937139,The briefing comes ahead of Parliament's Monsoon Session,"Rajnath, Sushma brief opposition on China stand-off, J&K",1.04,177,4,0,http://timesofindia.indiatimes.com/india/rajnath-sushma-brief-opposition-on-china-stand-off-jk/articleshow/59595914.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI,9.87%,81.21%,0.37
26781952138_10155573628962139,Know specifications and price,Honor 8 Pro smartphone launched in India,1.04,66,5,1,http://www.gadgetsnow.com/mobiles/honor-8-pro-smartphone-launched-in-india/articleshow/59470775.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI&utm_content=om-bm,16.13%,84.48%,0.41
26781952138_10155573630882139,,Video: HC asks traffic police to remove illegal parking on road near Worli sea face,1.05,117,2,5,http://timesofindia.indiatimes.com/videos/city/mumbai/hc-asks-traffic-police-to-remove-illegal-parking-on-road-near-worli-sea-face/videoshow/59530839.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI,15.15%,81.44%,0.38
26781952138_10155573640042139,,Video: Dalits join Muslims in protest against lynchings,1.06,498,126,34,http://timesofindia.indiatimes.com/videos/city/ahmedabad/ahmedabad-dalits-join-muslims-in-protest-against-lynchings/videoshow/59531491.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI,39.45%,89.32%,0.38
26781952138_10155573657672139,,"Video: In absence of bridge, villagers use tubes to cross river",1.06,90,14,7,http://timesofindia.indiatimes.com/videos/news/in-absence-of-bridge-villagers-use-tubes-to-cross-river/videoshow/59670020.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI,20.16%,83.06%,0.40
26781952138_10155573681102139,,Opinion | Time to disengage in Doklam,1.07,153,14,2,http://blogs.timesofindia.indiatimes.com/generals-jottings/time-to-disengage-in-doklam/?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI&utm_content=om-bm,13.95%,90.30%,0.40
26781952138_10155573695407139,The hamlets and roadside shops in Basirhat town bore tell-tale scars of a confrontation they had never witnessed before,"Uneasy calm as BSF men, cops cordon off Basirhat",1.07,227,5,5,http://timesofindia.indiatimes.com/city/kolkata/uneasy-calm-as-bsf-men-cops-cordon-off-basirhat/articleshow/59497555.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI,17.79%,85.57%,0.36
26781952138_10155573699072139,The political crisis in Nagaland continues.,"Nagaland CM strikes back, sacks four ministers",1.08,196,3,3,http://timesofindia.indiatimes.com/india/nagaland-cm-shurhozelie-liezietsu-strikes-back-sacks-four-ministers/articleshow/59520387.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI&utm_content=om-bm,10.83%,83.55%,0.36
26781952138_10155573703372139,"TOI Afternoon Newswrap

* Sunanda Pushkar murder case: Delhi HC to hear Subramaniam Swamy's plea...and more",Video news: All in one minute @ 2pm,1.08,99,6,2,http://timesofindia.indiatimes.com/videos/one-min-news/july/july-12-2017/video-news-all-in-one-minute-2pm/videoshow/59559224.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI,9.52%,81.11%,0.36
26781952138_10155573713347139,,"Pakistan violates ceasefire in J&K's Nowgam, one jawan martyred",1.08,328,88,8,http://timesofindia.indiatimes.com/india/pakistan-violates-ceasefire-in-jks-nowgam-one-jawan-martyred/articleshow/59649735.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI&utm_content=om-bm,24.42%,91.72%,0.39
26781952138_10155573725917139,Most of the military officer were allotted flats in Adarsh housing society in Mumbai,"Adarsh scam: Probe indicts ex-Army chiefs, top officers",1.08,206,16,10,http://timesofindia.indiatimes.com/india/most-military-officers-named-in-probe-own-flats-in-adarsh-cooperative-housing-society/articleshow/59508952.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI,17.68%,93.98%,0.39
26781952138_10155573726482139,,Video: Miraculous escape for two after a huge tree falls on their vehicle,1.08,64,2,3,http://timesofindia.indiatimes.com/videos/city/mumbai/miraculous-escape-for-two-after-a-huge-tree-falls-on-their-vehicle/videoshow/59590592.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI,19.23%,89.09%,0.41
26781952138_10155573728552139,"""We don't feel any difference. It's a celebration everywhere.""",Why Qataris are buoyant despite Saudi sanctions,1.09,215,9,4,http://timesofindia.indiatimes.com/world/middle-east/we-dont-feel-any-difference-its-a-celebration-everywhere-say-buoyant-qataris-about-sanctions/articleshow/59630983.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI&utm_content=om-bm,18.42%,82.80%,0.38
26781952138_10155573730677139,China reiterated its demand of immediate withdrawal of Indian troops from near the Doklam area.,"India ‘trampling’ on Panchsheel doctrines, says China",1.09,124,50,2,http://timesofindia.indiatimes.com/india/india-trampling-on-panchsheel-doctrines-says-china/articleshow/59464749.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI&utm_content=om-bm,13.61%,88.81%,0.39
26781952138_10155573732147139,People grab a nap wherever and whenever they can!,Photos: Sleeping in strange places,1.09,175,1,1,http://photogallery.indiatimes.com/news/world/sleeping-in-strange-places/articleshow/59558556.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI,11.69%,65.99%,0.39
26781952138_10155573745142139,It was a wrong number that opened the right path for a visually impaired couple.,Wrong call rings wedding bells for them,1.09,79,0,3,http://timesofindia.indiatimes.com/city/rajkot/wrong-call-rings-wedding-bells-for-them/articleshow/59498806.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI,13.70%,78.13%,0.39
26781952138_10155573747902139,Greater Noida: Man maimed by live wire seeks President's permission to end life,,1.10,86,12,27,https://www.facebook.com/TimesofIndia/videos/10155625130237139/,15.44%,76.53%,0.41
26781952138_10155573752332139,Meet Udaan's Chakor and Sooraj aka Meera Deosthale and Vijayendra Kumeria.,The Times of India - TV Times,1.10,117,2,0,https://www.facebook.com/478398385650704/videos/847037518786787/,22.34%,65.22%,0.41
26781952138_10155573764377139,"TOI Morning Newswrap

* Communal violence: Situation remains tense in Baduria...and more",Video news: All in one minute @ 10am,1.10,79,6,5,http://timesofindia.indiatimes.com/videos/one-min-news/july/july-6-2017/video-news-all-in-one-minute-10am/videoshow/59467908.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI,12.12%,87.10%,0.43
26781952138_10155573793047139,"Jadhav was sentenced to death by Pakistan's military court in April, 2017.",Pakistan army chief 'analysing' evidence against Kulbhushan Jadhav: ISPR,1.10,193,44,1,http://timesofindia.indiatimes.com/india/pakistan-army-chief-analysing-evidence-against-kulbhushan-jadhav/articleshow/59619248.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI,25.84%,91.53%,0.38
26781952138_10155573814012139,,The struggle is not yet over for top software exporters,1.10,88,6,2,http://timesofindia.indiatimes.com/business/india-business/the-struggle-is-not-yet-over-for-top-software-exporters/articleshow/59607141.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI&utm_content=om-bm,12.31%,75.00%,0.37
26781952138_10155573842982139,"A wild ""ghoos"" chase.",Humour | The country’s biggest service sector is in a quandary thanks to GST 😜,1.11,124,4,7,http://blogs.timesofindia.indiatimes.com/jugglebandhi/wild-ghoos-chase-the-countrys-biggest-service-sector-is-in-a-quandary-thanks-to-gst-f0-9f-98-9c/?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI&utm_content=om-bm,12.96%,80.77%,0.42
26781952138_10155573848977139,Are you surprised by this?,Indians get most spam calls in the world,1.12,100,10,6,http://timesofindia.indiatimes.com/india/indians-get-most-spam-calls-in-the-world/articleshow/59610741.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI&utm_content=om-bm,15.00%,82.98%,0.37
26781952138_10155573873452139,Lalu's family performed ‘rudrabhishek’ from 4 am to 7 am at their residence in Patna on Monday.,RJD chief Lalu Prasad's family takes refuge in divinity,1.12,215,40,9,http://timesofindia.indiatimes.com/india/rjd-chief-lalu-prasad-family-takes-refuge-in-divinity/articleshow/59638523.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI&utm_content=om-bm,15.04%,85.60%,0.38
